Date,Open,High,Low,Close
26/06/2023,88.040001,89.489998,87.769997,88.699997
27/06/2023,88.900002,89.660004,88.489998,89.059998
28/06/2023,89.389999,89.400002,88.529999,88.830002
29/06/2023,87.800003,89.120003,87.339996,88.949997
30/06/2023,89.18,89.599998,88.610001,89.279999
03/07/2023,89.120003,90.949997,88.910004,90.5
05/07/2023,90.110001,90.389999,89.25,89.790001
06/07/2023,88.669998,88.830002,87.779999,88.739998
07/07/2023,88.309998,89.730003,88.080002,88.639999
10/07/2023,88.25,88.68,87.860001,88.099998
11/07/2023,88.199997,89.589996,88.150002,89.489998
12/07/2023,90.110001,90.709999,89.57,90.150002
13/07/2023,90.550003,90.809998,89.080002,90.470001
14/07/2023,90.410004,90.489998,88.419998,88.620003
17/07/2023,88.419998,88.489998,85.300003,85.559998
18/07/2023,85.510002,87.300003,85.309998,85.949997
19/07/2023,86.199997,87.889999,86.190002,87.040001
20/07/2023,86.839996,87.18,86.029999,86.209999
21/07/2023,86.300003,87.900002,85.879997,87.18
24/07/2023,87.489998,87.959999,86.550003,86.599998
25/07/2023,85.730003,86.309998,85.160004,85.629997
26/07/2023,85.669998,86.269997,85.449997,85.860001
27/07/2023,86.599998,86.879997,85.190002,85.360001
28/07/2023,85.860001,86.580002,85.449997,86.129997
31/07/2023,87,89.360001,86.879997,88.889999
01/08/2023,89.120003,89.730003,88.459999,89.029999
02/08/2023,88.260002,88.330002,86.260002,86.300003
03/08/2023,85.82,86.459999,85.449997,85.489998
04/08/2023,85.940002,87.110001,85.449997,86.300003
07/08/2023,86.660004,87.230003,85.989998,86.830002
08/08/2023,86.5,88.330002,86.099998,88.129997
09/08/2023,89.199997,89.559998,87.040001,87.489998
10/08/2023,89.970001,92.529999,87.75,91.760002
11/08/2023,91.32,91.349998,88.860001,89.019997
14/08/2023,88.989998,89.300003,87.989998,88.809998
15/08/2023,87.989998,88.230003,86.889999,87.059998
16/08/2023,86.540001,87.059998,86.080002,86.349998
17/08/2023,86.919998,86.959999,85.800003,85.919998
18/08/2023,85.370003,86.720001,85.370003,85.959999
21/08/2023,85.809998,86.25,85.410004,85.879997
22/08/2023,85.709999,86.089996,85.370003,85.790001
23/08/2023,85.809998,86.330002,85.639999,85.830002
24/08/2023,85.510002,85.949997,82.459999,82.470001
25/08/2023,83.07,83.650002,82.459999,83.360001
28/08/2023,83.830002,84.690002,83.529999,84.160004
29/08/2023,83.790001,84.550003,83.730003,84.400002
30/08/2023,84.400002,84.68,83.830002,84.279999
31/08/2023,84.459999,84.610001,83.639999,83.68
01/09/2023,82.110001,82.230003,80.529999,81.639999
05/09/2023,81.419998,82.389999,81.18,81.190002
06/09/2023,80.790001,82.089996,80.529999,80.980003
07/09/2023,80.82,80.849998,79.75,80.57
08/09/2023,80.540001,81.669998,80.169998,81.580002
11/09/2023,81.940002,83.849998,81.169998,82.519997
12/09/2023,83.029999,84.669998,82.57,83.68
13/09/2023,83.349998,84.050003,83.120003,83.480003
14/09/2023,84,84.739998,83.040001,84.480003
15/09/2023,85.220001,86.190002,84.610001,85.580002
18/09/2023,85.239998,85.919998,84.980003,85.019997
19/09/2023,83.919998,84.790001,81.709999,81.940002
20/09/2023,82.029999,83.199997,81.639999,82.559998
21/09/2023,82.059998,83.669998,81.919998,82.730003
22/09/2023,82.910004,83.349998,81.199997,81.25
25/09/2023,81.559998,81.769997,80.559998,81.010002
26/09/2023,80.5,80.739998,79.790001,80.050003
27/09/2023,80.120003,80.559998,79.220001,79.900002
28/09/2023,80.279999,80.919998,79.650002,80.129997
29/09/2023,80.660004,81.330002,80.410004,81.050003
02/10/2023,80.919998,81.769997,80.790001,81.669998
03/10/2023,81.25,81.889999,79.459999,79.540001
04/10/2023,79.610001,79.790001,78.730003,79.32
05/10/2023,79.099998,80.940002,78.879997,80.809998
06/10/2023,81.050003,83.529999,80.489998,82.940002
09/10/2023,84.300003,84.879997,83.129997,84.699997
10/10/2023,84.790001,85.290001,83.93,84.989998
11/10/2023,85.370003,85.720001,84.260002,84.849998
12/10/2023,84.830002,85.07,83.510002,84.349998
13/10/2023,83.940002,84.580002,83.379997,84.349998
16/10/2023,84.309998,85.93,84.309998,85.709999
17/10/2023,85.349998,86.290001,85.309998,86.199997
18/10/2023,85.690002,86.260002,84.599998,84.68
19/10/2023,85.260002,85.269997,83.169998,83.25
20/10/2023,82.900002,83.440002,82.610001,82.650002
23/10/2023,82.080002,84.029999,80.910004,83.099998
24/10/2023,83.410004,84.199997,81.739998,82.559998
25/10/2023,82.129997,82.550003,80.519997,80.589996
26/10/2023,80.080002,80.610001,79.419998,79.779999
27/10/2023,79.75,81.029999,79.230003,79.330002
30/10/2023,79.720001,80.93,79.529999,80.68
31/10/2023,80.690002,81.669998,80.330002,81.589996
01/11/2023,81.529999,81.580002,80.18,81.07
02/11/2023,81.849998,83.300003,81.82,83.290001
03/11/2023,84.169998,85.93,84.160004,85.07
06/11/2023,85.080002,85.800003,83.589996,84.019997
07/11/2023,84.160004,84.68,83.949997,84.589996
08/11/2023,84.139999,84.919998,83.949997,84.5
09/11/2023,87.839996,91.209999,87.599998,90.339996
10/11/2023,90.129997,90.160004,86.940002,88.269997
13/11/2023,88.419998,89.900002,87.410004,89.440002
14/11/2023,90.029999,91.540001,89.989998,91.07
15/11/2023,92.989998,94.57,92.739998,93.93
16/11/2023,93.889999,94.610001,93.629997,94.510002
17/11/2023,94.75,95.379997,93.919998,94.150002
20/11/2023,93.980003,95.589996,93.870003,95.029999
21/11/2023,94.730003,94.959999,93.959999,94.449997
22/11/2023,94.910004,95.709999,94.760002,95.07
24/11/2023,94.900002,96.510002,94.900002,96.059998
27/11/2023,95.739998,95.739998,94.519997,95.169998
28/11/2023,95,95.139999,92.449997,92.5
29/11/2023,92.599998,93.239998,91.440002,92.5
30/11/2023,93.550003,93.860001,92.199997,92.690002
01/12/2023,92.739998,92.839996,91.769997,92.580002
04/12/2023,91.900002,92.410004,91.610001,92.010002
05/12/2023,91.610001,91.779999,89.93,90.790001
06/12/2023,91.110001,92.550003,90.620003,91.5
07/12/2023,91.800003,93.389999,91.650002,92.349998
08/12/2023,92.059998,93.540001,92.059998,92.82
11/12/2023,92.730003,93.080002,91.970001,92.199997
12/12/2023,92.120003,92.199997,90.860001,91.07
13/12/2023,91.169998,92.870003,90.779999,92.830002
14/12/2023,93.209999,94.830002,93.209999,93.940002
15/12/2023,93.050003,93.949997,92.93,93.459999
18/12/2023,92.699997,93.709999,92.699997,92.860001
19/12/2023,92.639999,93.989998,92.610001,93.93
20/12/2023,93.239998,94.269997,91.25,91.269997
21/12/2023,91.93,92.080002,91.059998,92.019997
22/12/2023,91.620003,92.239998,90.75,91.019997
26/12/2023,90.839996,91.269997,90.599998,90.949997
27/12/2023,90.910004,90.940002,90.040001,90.379997
28/12/2023,90.089996,90.980003,89.970001,90.400002
29/12/2023,90.120003,90.599998,89.860001,90.290001
02/01/2024,90.099998,91.480003,89.730003,90.709999
03/01/2024,90.230003,92.080002,90,91.650002
04/01/2024,91.940002,91.940002,90,90.559998
05/01/2024,90.410004,91.32,90.360001,90.900002
08/01/2024,91.550003,91.940002,91,91.550003
09/01/2024,91.050003,91.099998,89.599998,89.669998
10/01/2024,89.82,89.82,88.879997,89.290001
11/01/2024,89.389999,89.779999,88.690002,89.449997
12/01/2024,89.650002,90.830002,89.650002,90.349998
16/01/2024,90.290001,93.089996,89.459999,93.050003
17/01/2024,92.580002,93.760002,90.099998,90.339996
18/01/2024,90.660004,92.510002,90.410004,92.209999
19/01/2024,92.32,93.580002,91.629997,93.059998
22/01/2024,92.870003,95.230003,92.870003,95.080002
23/01/2024,95.43,95.889999,93.18,93.769997
24/01/2024,94.419998,95.25,93.260002,93.5
25/01/2024,93.919998,94.940002,93.75,94.860001
26/01/2024,95,95.529999,94.699997,95.360001
29/01/2024,95.419998,97.5,95,97.489998
30/01/2024,96.519997,97.540001,96.010002,96.940002
31/01/2024,96.419998,97.57,95.809998,96.050003
